organism,drug_code,drug_name,drug_class,omega,period,AIC,month,seasonal_deviate,sem
K. pneumoniae,TET,Tetracycline,Tetracyclines,1.0471975511965976,6,80237.0199394204,11,-0.02512952497219809,0.03561223490639005
K. pneumoniae,TET,Tetracycline,Tetracyclines,1.0471975511965976,6,80237.0199394204,12,0.008566650224288245,0.03579546776152692
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,1,-0.02280025678973318,0.03684998894113037
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,2,0.03624136478176664,0.04167694197336716
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,3,-0.013055243535952178,0.038193937784369726
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,4,0.05965669976878916,0.03956476068600345
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,5,-0.04889221738575097,0.03590901818848972
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,6,0.01572369211482451,0.0349583584381143
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,7,-0.013306211582550371,0.03329425942308609
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,8,0.028191582694070443,0.031813201837943034
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,9,0.020345365468335708,0.033172675013961594
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,10,-0.04198647242938614,0.03321517634984875
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,11,-0.024446065976695547,0.03561149877349648
K. pneumoniae,TET,Tetracycline,Tetracyclines,0.5235987755982988,12,80238.28560082157,12,0.009445880992762798,0.03579630255351561
