organism,drug_code,drug_name,drug_class,omega,period,AIC,month,seasonal_deviate,sem
E. coli,CIP,Ciprofloxacin,Quinolones,1.0471975511965976,6,490148.0651519891,11,0.026580280873105277,0.015446060867396753
E. coli,CIP,Ciprofloxacin,Quinolones,1.0471975511965976,6,490148.0651519891,12,0.035081353010603646,0.01547374310462797
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,1,0.015838207336669265,0.015573678672445017
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,2,0.04018988895261602,0.016501749130286337
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,3,0.045446205045004996,0.01567857167579302
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,4,0.039998960569182535,0.015786362264772997
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,5,0.03566012538520314,0.015605342317802874
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,6,-0.00689049700255816,0.015068754066605801
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,7,-0.008839701867515018,0.014765477952184847
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,8,-0.056545256259704364,0.014408109315003326
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,9,-0.05094713652333032,0.014475846126296528
E. coli,CIP,Ciprofloxacin,Quinolones,0.5235987755982988,12,490140.2205801627,10,-0.02198189809296423,0.014471324281161138
