organism,drug_code,drug_name,drug_class,period,omega,AIC,month,seasonal_deviate,sem
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,2,-0.012667401974006223,0.019459416997475918
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,3,0.010551946993673721,0.01887227704838037
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,4,0.014752190578588776,0.019008960022321338
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,5,0.04386134443158578,0.019048550526561764
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,6,-0.020108058983460037,0.01790942201122251
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,7,-0.005751943825160008,0.017833418164856275
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,8,-0.009090456174581558,0.017306266913232216
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,9,-0.013046193221579346,0.01735998786914571
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,10,-0.007264429912206408,0.017335773607614933
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,11,0.03685257490867221,0.018904884669805846
E. coli,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,243857.06604879847,12,0.003269079509305594,0.018600433382035292
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,1,-7.579185965607265e-5,0.018364170200415857
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,2,0.018411766894367677,0.019459527017203996
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,3,0.03466700388823192,0.018872217985009064
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,4,0.03188820832227935,0.019008998775366142
