organism,drug_code,drug_name,drug_class,period,omega,AIC,month,seasonal_deviate,sem
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,5,0.05404080043142143,0.019048496853687223
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,6,-0.016890835239038247,0.01790943909626496
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,7,-0.009496389886386394,0.017833376704751203
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,8,-0.01979779569120511,0.01730629544924066
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,9,-0.030722707446478485,0.0173599745651912
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,10,-0.03191027539131749,0.017335817557816324
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,11,0.005224750425388432,0.018904866464037096
E. coli,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,243857.3363475476,12,-0.0352478921077237,0.018600349228624195
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,1,0.006885932105426764,0.009026385901004895
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,2,-0.006889966781152341,0.008866721865423609
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,3,0.001315219339906938,0.00892226142892594
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,4,-0.006687572699555854,0.008761091002559231
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,5,0.021650230049282414,0.009490595040786573
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,6,-0.007231848057594751,0.008623933230806584
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,7,-0.015353433501746035,0.008392731336395478
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,8,-0.013518724139353702,0.008308831498972725
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,9,-0.030744091725620884,0.00813280052835585
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,10,-0.010830259369806307,0.008319296251373384
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,11,0.014621491064167689,0.008957869475470481
E. coli,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,99192.3118546633,12,0.0536809352623831,0.009755571068243112
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,1,0.039846864001609895,0.00902591838133881
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,2,0.019829221098531972,0.00886689139570202
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,3,0.021871574242266274,0.008922475944145598
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,4,0.0076300482457561936,0.008761243706855174
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,5,0.02974518824642353,0.0094912119636037
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,6,-0.0052988205046176715,0.008622915222407957
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,7,-0.018967775874376987,0.008392646998472067
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,8,-0.023134569271435725,0.008308830657081231
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,9,-0.046347778050789316,0.008132843571364113
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,10,-0.032431523302241,0.00831932994828603
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,11,-0.012981187843042627,0.008957811997064868
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,99176.69224923417,12,0.020096683502797755,0.00975579074279742
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,1,-0.018775458052650903,0.026616947973690165
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,2,0.04498872003114578,0.02803263963148374
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,3,-0.006994533020380867,0.026844017258750425
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,4,-0.013527189440612302,0.027194607392838178
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,5,0.02255784104303406,0.02620700492311831
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,6,-0.008853673138305459,0.025605825348476156
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,7,-0.03811569612689266,0.02504084090395424
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,8,-0.014927894338046544,0.024194897212053756
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,9,0.015183796578572684,0.02439729592375877
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,10,0.03482692863954739,0.02460689403871176
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,11,-0.029294773381478643,0.02575330999132122
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,223886.8807470902,12,0.015330518477750998,0.026393494908664612
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,1,-0.014718895072842828,0.026617063330689642
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,2,0.04823413580347307,0.028032613269557867
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,3,-0.004561131451538536,0.02684389713238495
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,4,-0.011899808727391997,0.02719464737625018
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,5,0.023048439060239154,0.026206667029424868
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,6,-0.009040764536503978,0.025605782206671483
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,7,-0.03901620836580303,0.02504096584781444
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,8,-0.016532726435518768,0.02419499274080617
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,9,0.012860259405525093,0.024397223551194776
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,10,0.03179606017633549,0.024606840726452542
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,11,-0.0330570598643774,0.025753560090348016
E. coli,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,223887.54115490272,12,0.010919241761399717,0.026393548016904113
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,1,-0.013128960794231958,0.04258762078855282
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,2,0.007300355905917236,0.04817330849953906
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,3,-0.04318506012119001,0.040795849395703535
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,4,0.03793588512671651,0.04773363500801408
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,5,0.010799501216206443,0.04370602395524073
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,6,0.023776014849543524,0.04298745109046306
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,7,0.004225039979187673,0.03748853963344218
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,8,-0.016219573113683213,0.03591008818435051
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,9,0.010039985438856711,0.0379638786309536
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,10,-0.033605256434433343,0.03804635686974636
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,11,-0.014519426974816054,0.041628393164379975
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,6,1.0471975511965976,19201.719709727993,12,0.03638409701861883,0.04339883005011548
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,1,0.01391738281783218,0.04258604002413541
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,2,0.02955934398360108,0.048172682127293816
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,3,-0.02568992793889873,0.040791673446230296
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,4,0.05033769282173761,0.04773319419714052
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,5,0.018154607773222965,0.04370700985452952
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,6,0.026024654776848236,0.04298885259714209
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,7,0.0014008943989087033,0.037489982809569083
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,8,-0.02412105005714397,0.035910240597860445
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,9,-0.00295028977994571,0.037963999321245286
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,10,-0.051748154077060515,0.0380474914627764
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,11,-0.0377286685369941,0.041627118809599725
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,19201.49818290846,12,0.008232336655377199,0.04339919599555869
