drug_class,i,j,x,y,scale,amplitude,power,p.value,coi_raw,coi,sig
Macrolides,49,35,49,2.7,6.20515122807995,0.33273059606761096,0.11070964955950768,0.51,3.5665336287511624,3.5665336287511624,0
Macrolides,49,36,49,2.75,6.423975413562419,0.3062733554434031,0.09380336825456116,0.59,3.5665336287511624,3.5665336287511624,0
Macrolides,49,37,49,2.8,6.6505164172805795,0.2750163245456475,0.07563397876659694,0.61,3.5665336287511624,3.5665336287511624,0
Macrolides,49,38,49,2.85,6.885046372241811,0.24249729206908502,0.058804936660839115,0.67,3.5665336287511624,3.5665336287511624,0
Macrolides,49,39,49,2.9000000000000004,7.127847008203271,0.21310894415444379,0.045415422078621835,0.71,3.5665336287511624,3.5665336287511624,0
Macrolides,49,40,49,2.95,7.37920999010055,0.1919019785135902,0.03682636935743044,0.78,3.5665336287511624,3.5665336287511624,0
Macrolides,49,41,49,3,7.639437268410977,0.1836558830487397,0.03372948337841235,0.79,3.5665336287511624,3.5665336287511624,0
Macrolides,49,42,49,3.0500000000000003,7.9088414418724735,0.19061817056103803,0.03633528694803699,0.75,3.5665336287511624,3.5665336287511624,0
Macrolides,49,43,49,3.1,8.187746132993635,0.21101165340155648,0.0445259178712586,0.77,3.5665336287511624,3.5665336287511624,0
Macrolides,49,44,49,3.15,8.476486376806186,0.24073776023013138,0.057954669200620236,0.68,3.5665336287511624,3.5665336287511624,0
Macrolides,49,45,49,3.2,8.775409023326732,0.27596253843376517,0.07615532261880734,0.6,3.5665336287511624,3.5665336287511624,0
Macrolides,49,46,49,3.25,9.084873154211285,0.31412840934098996,0.09867665755510055,0.49,3.5665336287511624,3.5665336287511624,0
Macrolides,49,47,49,3.3000000000000003,9.405250514103123,0.3537690039825237,0.12515250817878684,0.38,3.5665336287511624,3.5665336287511624,0
Macrolides,49,48,49,3.35,9.736925957192046,0.3939258730322396,0.15517759344421214,0.25,3.5665336287511624,3.5665336287511624,0
Macrolides,49,49,49,3.400000000000001,10.080297909521558,0.4335188271281455,0.18793857347456291,0.14,3.5665336287511624,3.5665336287511624,0
Macrolides,49,50,49,3.45,10.43577884759923,0.47085839897784915,0.22170763188798331,0.07,3.5665336287511624,3.5665336287511624,0
Macrolides,49,51,49,3.5,10.803795793885275,0.5034437694185874,0.25345562896639584,0.04,3.5665336287511624,3.5665336287511624,1
Macrolides,49,52,49,3.5500000000000003,11.184790829754435,0.5281074135562108,0.2788974402530307,0.03,3.5665336287511624,3.5665336287511624,1
Macrolides,49,53,49,3.6,11.579221626547461,0.5414605174767017,0.2931794919861375,0.02,3.5665336287511624,3.5665336287511624,1
Macrolides,49,54,49,3.6500000000000004,11.98756199535009,0.5405101142774619,0.2921511836362349,0.02,3.5665336287511624,3.5665336287511624,1
Macrolides,49,55,49,3.7,12.4103024561599,0.5232823106775614,0.27382437666804793,0.02,3.5665336287511624,3.5665336287511624,1
Macrolides,49,56,49,3.75,12.847950827124839,0.4892948441601704,0.23940944452172544,0.03,3.5665336287511624,3.5665336287511624,1
Macrolides,49,57,49,3.8000000000000003,13.301032834561163,0.4397677819742823,0.19339570206257992,0.03,3.5665336287511624,3.5665336287511624,1
Macrolides,49,58,49,3.85,13.770092744483621,0.37753036698573045,0.1425291779963803,0.04,3.5665336287511624,3.5665336287511624,1
Macrolides,49,59,49,3.9000000000000004,14.255694016406544,0.3066572353337665,0.09403865998254904,0.15,3.5665336287511624,3.5665336287511624,0
Macrolides,49,60,49,3.95,14.7584199802011,0.23193280003712793,0.05379282373306237,0.34,3.5665336287511624,3.5665336287511624,0
Macrolides,49,61,49,4,15.278874536821954,0.15830478493113773,0.02506040493209377,0.6,3.5665336287511624,3.5665336287511624,0
Macrolides,49,62,49,4.050000000000001,15.817682883744947,0.09069533902418901,0.008225644520712583,0.86,3.5665336287511624,3.5665336287511624,0
Macrolides,49,63,49,4.1,16.37549226598727,0.03718210022086474,0.0013825085768344296,1,3.5665336287511624,3.5665336287511624,0
Macrolides,49,64,49,4.15,16.95297275361238,0.037644157543060754,0.0014170825971267782,0.98,3.5665336287511624,3.5665336287511624,0
Macrolides,49,65,49,4.2,17.550818046653465,0.07146067421730702,0.005106627959592089,0.89,3.5665336287511624,3.5665336287511624,0
Macrolides,50,1,50,1,1.9098593171027443,0.05948108149223924,0.0035379990554864054,0.98,3.3738885508087666,3.3738885508087666,0
Macrolides,50,2,50,1.05,1.977210360468118,0.08751541313385423,0.007658947535989186,0.97,3.3738885508087666,3.3738885508087666,0
Macrolides,50,3,50,1.0999999999999999,2.0469365332484086,0.12749855661568804,0.016255881939083807,0.96,3.3738885508087666,3.3738885508087666,0
Macrolides,50,4,50,1.1500000000000001,2.119121594201547,0.17772579222498944,0.03158645722200012,0.96,3.3738885508087666,3.3738885508087666,0
Macrolides,50,5,50,1.2000000000000002,2.193852255831683,0.23568070134550492,0.05554539298670908,0.94,3.3738885508087666,3.3738885508087666,0
Macrolides,50,6,50,1.25,2.2712182885528214,0.29803290413438377,0.08882361194677478,0.83,3.3738885508087666,3.3738885508087666,0
Macrolides,50,7,50,1.3,2.3513126285257804,0.36086719302748327,0.13022513100353486,0.79,3.3738885508087666,3.3738885508087666,0
Macrolides,50,8,50,1.35,2.4342314892980115,0.4201415324277823,0.17651890727076525,0.69,3.3738885508087666,3.3738885508087666,0
Macrolides,50,9,50,1.4,2.5200744773803887,0.47221781459290274,0.22298966441889714,0.57,3.3738885508087666,3.3738885508087666,0
Macrolides,50,10,50,1.45,2.6089447118998073,0.5142985710234429,0.2645030201567553,0.5,3.3738885508087666,3.3738885508087666,0
Macrolides,50,11,50,1.5,2.7009489484713187,0.5446567895368118,0.29665101838854696,0.44,3.3738885508087666,3.3738885508087666,0
Macrolides,50,12,50,1.55,2.7961977074386084,0.5626359447865351,0.3165592063658369,0.41,3.3738885508087666,3.3738885508087666,0
Macrolides,50,13,50,1.6,2.8948054066368654,0.5684830933957341,0.32317302747678295,0.39,3.3738885508087666,3.3738885508087666,0
Macrolides,50,14,50,1.6500000000000001,2.996890498837522,0.5631237698033983,0.3171083801175907,0.38,3.3738885508087666,3.3738885508087666,0
Macrolides,50,15,50,1.7000000000000002,3.102575614039975,0.5479776386939699,0.30027949250861896,0.41,3.3738885508087666,3.3738885508087666,0
Macrolides,50,16,50,1.75,3.2119877067812097,0.5248560189925833,0.27547384067274294,0.43,3.3738885508087666,3.3738885508087666,0
Macrolides,50,17,50,1.8,3.3252582086402898,0.49590818108844353,0.24592492407044847,0.45,3.3738885508087666,3.3738885508087666,0
Macrolides,50,18,50,1.85,3.4425231861209054,0.4635398180403603,0.21486916290889033,0.54,3.3738885508087666,3.3738885508087666,0
Macrolides,50,19,50,1.9,3.563923504101635,0.4302470310521276,0.1851125077291704,0.56,3.3738885508087666,3.3738885508087666,0
Macrolides,50,20,50,1.9500000000000002,3.6896049950502747,0.39837915828861126,0.15870595375874236,0.58,3.3738885508087666,3.3738885508087666,0
Macrolides,50,21,50,2,3.8197186342054885,0.3699075959988864,0.1368316295776754,0.61,3.3738885508087666,3.3738885508087666,0
Macrolides,50,22,50,2.0500000000000003,3.954420720936236,0.34628165390145466,0.11991098382872682,0.66,3.3738885508087666,3.3738885508087666,0
Macrolides,50,23,50,2.1,4.093873066496817,0.32839594725778043,0.1078438981753349,0.69,3.3738885508087666,3.3738885508087666,0
Macrolides,50,24,50,2.15,4.238243188403094,0.316632838345678,0.10025635431884025,0.7,3.3738885508087666,3.3738885508087666,0
Macrolides,50,25,50,2.2,4.387704511663366,0.3109283922149727,0.09667646508538792,0.71,3.3738885508087666,3.3738885508087666,0
Macrolides,50,26,50,2.25,4.542436577105643,0.31082763209324743,0.0966138168726952,0.68,3.3738885508087666,3.3738885508087666,0
Macrolides,50,27,50,2.3,4.702625257051561,0.3155036275630934,0.09954253900547118,0.69,3.3738885508087666,3.3738885508087666,0
Macrolides,50,28,50,2.35,4.868462978596023,0.32372530233058977,0.10479807136903173,0.72,3.3738885508087666,3.3738885508087666,0
Macrolides,50,29,50,2.4000000000000004,5.040148954760778,0.3338059577153776,0.11142641740628041,0.67,3.3738885508087666,3.3738885508087666,0
Macrolides,50,30,50,2.45,5.217889423799615,0.343618419528763,0.11807361823944497,0.64,3.3738885508087666,3.3738885508087666,0
Macrolides,50,31,50,2.5,5.4018978969426374,0.35075390873095874,0.12302830449004575,0.57,3.3738885508087666,3.3738885508087666,0
Macrolides,50,32,50,2.55,5.592395414877217,0.3528279197619808,0.12448754096356678,0.5,3.3738885508087666,3.3738885508087666,0
Macrolides,50,33,50,2.6,5.789610813273731,0.347864461150618,0.1210096833316098,0.51,3.3738885508087666,3.3738885508087666,0
Macrolides,50,34,50,2.65,5.993780997675044,0.33466486850522403,0.11200057421161887,0.53,3.3738885508087666,3.3738885508087666,0
Macrolides,50,35,50,2.7,6.20515122807995,0.3130797279591913,0.09801891605900123,0.55,3.3738885508087666,3.3738885508087666,0
Macrolides,50,36,50,2.75,6.423975413562419,0.28413444759307577,0.0807323843090223,0.62,3.3738885508087666,3.3738885508087666,0
Macrolides,50,37,50,2.8,6.6505164172805795,0.2500178923576354,0.06250894649895415,0.7,3.3738885508087666,3.3738885508087666,0
Macrolides,50,38,50,2.85,6.885046372241811,0.2140434742034291,0.045814608849074005,0.73,3.3738885508087666,3.3738885508087666,0
Macrolides,50,39,50,2.9000000000000004,7.127847008203271,0.18079072021935955,0.032685284517434736,0.78,3.3738885508087666,3.3738885508087666,0
Macrolides,50,40,50,2.95,7.37920999010055,0.15642327188101718,0.024468239985962616,0.83,3.3738885508087666,3.3738885508087666,0
Macrolides,50,41,50,3,7.639437268410977,0.14779050585332734,0.02184203362038238,0.83,3.3738885508087666,3.3738885508087666,0
Macrolides,50,42,50,3.0500000000000003,7.9088414418724735,0.15803428470070116,0.024974835140862267,0.83,3.3738885508087666,3.3738885508087666,0
Macrolides,50,43,50,3.1,8.187746132993635,0.18351177927143514,0.03367657313136793,0.8,3.3738885508087666,3.3738885508087666,0
Macrolides,50,44,50,3.15,8.476486376806186,0.21795416964524775,0.047504020065749435,0.69,3.3738885508087666,3.3738885508087666,0
Macrolides,50,45,50,3.2,8.775409023326732,0.25663490584330867,0.06586147489720393,0.6,3.3738885508087666,3.3738885508087666,0
Macrolides,50,46,50,3.25,9.084873154211285,0.2968525245262904,0.08812142131763184,0.55,3.3738885508087666,3.3738885508087666,0
Macrolides,50,47,50,3.3000000000000003,9.405250514103123,0.33720390208836176,0.11370647158361746,0.38,3.3738885508087666,3.3738885508087666,0
Macrolides,50,48,50,3.35,9.736925957192046,0.3768638699697769,0.14202637648859692,0.26,3.3738885508087666,3.3738885508087666,0
Macrolides,50,49,50,3.400000000000001,10.080297909521558,0.4149856658061692,0.17221310282458957,0.16,3.3738885508087666,3.3738885508087666,0
Macrolides,50,50,50,3.45,10.43577884759923,0.4502472612887344,0.20272259629800582,0.09,3.3738885508087666,3.3738885508087666,0
Macrolides,50,51,50,3.5,10.803795793885275,0.4806278719816905,0.23100315132564828,0.05,3.3738885508087666,3.3738885508087666,0
Macrolides,50,52,50,3.5500000000000003,11.184790829754435,0.5034788525151512,0.25349095492997337,0.03,3.3738885508087666,3.3738885508087666,1
Macrolides,50,53,50,3.6,11.579221626547461,0.5158737251865635,0.2661257003378621,0.02,3.3738885508087666,3.3738885508087666,1
Macrolides,50,54,50,3.6500000000000004,11.98756199535009,0.5151408688756279,0.26537011478593686,0.02,3.3738885508087666,3.3738885508087666,1
Macrolides,50,55,50,3.7,12.4103024561599,0.499435207380824,0.24943552637152666,0.02,3.3738885508087666,3.3738885508087666,1
Macrolides,50,56,50,3.75,12.847950827124839,0.4682014221494389,0.21921257170275713,0.03,3.3738885508087666,3.3738885508087666,1
Macrolides,50,57,50,3.8000000000000003,13.301032834561163,0.4224158777276906,0.1784351737564553,0.03,3.3738885508087666,3.3738885508087666,1
Macrolides,50,58,50,3.85,13.770092744483621,0.3645556976099305,0.13290085665986306,0.05,3.3738885508087666,3.3738885508087666,0
Macrolides,50,59,50,3.9000000000000004,14.255694016406544,0.29831538016631126,0.0889920660437708,0.14,3.3738885508087666,3.3738885508087666,0
Macrolides,50,60,50,3.95,14.7584199802011,0.2281617551515029,0.052057786513814354,0.34,3.3738885508087666,3.3738885508087666,0
Macrolides,50,61,50,4,15.278874536821954,0.15890485678016725,0.025250753508325462,0.59,3.3738885508087666,3.3738885508087666,0
Macrolides,50,62,50,4.050000000000001,15.817682883744947,0.0957730010767736,0.009172467735251677,0.81,3.3738885508087666,3.3738885508087666,0
Macrolides,50,63,50,4.1,16.37549226598727,0.04806703883454284,0.0023104402223214486,0.99,3.3738885508087666,3.3738885508087666,0
Macrolides,50,64,50,4.15,16.95297275361238,0.04423487045581597,0.0019567237642428206,0.97,3.3738885508087666,3.3738885508087666,0
Macrolides,50,65,50,4.2,17.550818046653465,0.07207728807765633,0.005195135456629459,0.89,3.3738885508087666,3.3738885508087666,0
Macrolides,51,1,51,1,1.9098593171027443,0.05033134529744967,0.0025332443194511084,0.98,3.151496129472319,3.151496129472319,0
Macrolides,51,2,51,1.05,1.977210360468118,0.07880357332134506,0.0062100031682126074,0.97,3.151496129472319,3.151496129472319,0
Macrolides,51,3,51,1.0999999999999999,2.0469365332484086,0.11885465033625174,0.014126427906552663,0.94,3.151496129472319,3.151496129472319,0
Macrolides,51,4,51,1.1500000000000001,2.119121594201547,0.1683641833910286,0.028346498248927914,0.91,3.151496129472319,3.151496129472319,0
Macrolides,51,5,51,1.2000000000000002,2.193852255831683,0.22462361000741543,0.050455766172763455,0.92,3.151496129472319,3.151496129472319,0
Macrolides,51,6,51,1.25,2.2712182885528214,0.2841622752967651,0.0807481987018345,0.88,3.151496129472319,3.151496129472319,0
Macrolides,51,7,51,1.3,2.3513126285257804,0.3430167386487953,0.11766048299325595,0.78,3.151496129472319,3.151496129472319,0
Macrolides,51,8,51,1.35,2.4342314892980115,0.39727866551958074,0.15783033807701893,0.69,3.151496129472319,3.151496129472319,0
Macrolides,51,9,51,1.4,2.5200744773803887,0.44369894537968685,0.19686875413104632,0.57,3.151496129472319,3.151496129472319,0
Macrolides,51,10,51,1.45,2.6089447118998073,0.4801298681831844,0.23052469032160208,0.5,3.151496129472319,3.151496129472319,0
Macrolides,51,11,51,1.5,2.7009489484713187,0.5056555257058983,0.2556875106769084,0.46,3.151496129472319,3.151496129472319,0
Macrolides,51,12,51,1.55,2.7961977074386084,0.5203921139465271,0.2708079522577352,0.45,3.151496129472319,3.151496129472319,0
Macrolides,51,13,51,1.6,2.8948054066368654,0.5250846555909121,0.2757138955370268,0.45,3.151496129472319,3.151496129472319,0
Macrolides,51,14,51,1.6500000000000001,2.996890498837522,0.5207113719094322,0.271140332835803,0.5,3.151496129472319,3.151496129472319,0
Macrolides,51,15,51,1.7000000000000002,3.102575614039975,0.5082783430467681,0.2583468740103681,0.51,3.151496129472319,3.151496129472319,0
Macrolides,51,16,51,1.75,3.2119877067812097,0.4888566830179365,0.2389808565312993,0.49,3.151496129472319,3.151496129472319,0
Macrolides,51,17,51,1.8,3.3252582086402898,0.4637649794473854,0.21507795616183378,0.51,3.151496129472319,3.151496129472319,0
Macrolides,51,18,51,1.85,3.4425231861209054,0.4347281392858181,0.18898855508690968,0.57,3.151496129472319,3.151496129472319,0
Macrolides,51,19,51,1.9,3.563923504101635,0.4038840714813193,0.1631223431963274,0.58,3.151496129472319,3.151496129472319,0
Macrolides,51,20,51,1.9500000000000002,3.6896049950502747,0.3736136149073928,0.1395871332441696,0.63,3.151496129472319,3.151496129472319,0
Macrolides,51,21,51,2,3.8197186342054885,0.3462564784881091,0.11989354889498638,0.66,3.151496129472319,3.151496129472319,0
Macrolides,51,22,51,2.0500000000000003,3.954420720936236,0.32379942879407025,0.10484607008736618,0.7,3.151496129472319,3.151496129472319,0
Macrolides,51,23,51,2.1,4.093873066496817,0.3076007889910576,0.0946182453879211,0.68,3.151496129472319,3.151496129472319,0
Macrolides,51,24,51,2.15,4.238243188403094,0.29820488897255676,0.08892615580713491,0.72,3.151496129472319,3.151496129472319,0
Macrolides,51,25,51,2.2,4.387704511663366,0.29531298716086124,0.087209760385871,0.71,3.151496129472319,3.151496129472319,0
Macrolides,51,26,51,2.25,4.542436577105643,0.29794035143832415,0.08876845301519212,0.71,3.151496129472319,3.151496129472319,0
Macrolides,51,27,51,2.3,4.702625257051561,0.30467477917015756,0.0928267210623843,0.67,3.151496129472319,3.151496129472319,0
Macrolides,51,28,51,2.35,4.868462978596023,0.31388223614651384,0.09852205816833587,0.69,3.151496129472319,3.151496129472319,0
Macrolides,51,29,51,2.4000000000000004,5.040148954760778,0.3237803217747075,0.10483369676853312,0.69,3.151496129472319,3.151496129472319,0
Macrolides,51,30,51,2.45,5.217889423799615,0.3324367831285775,0.11051421477687688,0.62,3.151496129472319,3.151496129472319,0
Macrolides,51,31,51,2.5,5.4018978969426374,0.3378111213975304,0.11411635373985704,0.57,3.151496129472319,3.151496129472319,0
Macrolides,51,32,51,2.55,5.592395414877217,0.33791226114896655,0.11418469623480738,0.56,3.151496129472319,3.151496129472319,0
Macrolides,51,33,51,2.6,5.789610813273731,0.3310596108162648,0.10960046591381671,0.55,3.151496129472319,3.151496129472319,0
Macrolides,51,34,51,2.65,5.993780997675044,0.31617671583585893,0.09996771563674949,0.55,3.151496129472319,3.151496129472319,0
Macrolides,51,35,51,2.7,6.20515122807995,0.2930356403534408,0.08586988651735111,0.6,3.151496129472319,3.151496129472319,0
Macrolides,51,36,51,2.75,6.423975413562419,0.2623953924812231,0.06885134199537511,0.64,3.151496129472319,3.151496129472319,0
Macrolides,51,37,51,2.8,6.6505164172805795,0.2260375847311585,0.051092989711095674,0.71,3.151496129472319,3.151496129472319,0
Macrolides,51,38,51,2.85,6.885046372241811,0.18682193261715674,0.034902434506809445,0.81,3.151496129472319,3.151496129472319,0
Macrolides,51,39,51,2.9000000000000004,7.127847008203271,0.14910774076620506,0.022233118356401804,0.83,3.151496129472319,3.151496129472319,0
Macrolides,51,40,51,2.95,7.37920999010055,0.12005012786718414,0.014412033200927259,0.85,3.151496129472319,3.151496129472319,0
Macrolides,51,41,51,3,7.639437268410977,0.1100669230651789,0.012114727553036012,0.9,3.151496129472319,3.151496129472319,0
Macrolides,51,42,51,3.0500000000000003,7.9088414418724735,0.12446040055038415,0.015490391305162065,0.89,3.151496129472319,3.151496129472319,0
Macrolides,51,43,51,3.1,8.187746132993635,0.15591315793639005,0.024308912817697707,0.84,3.151496129472319,3.151496129472319,0
Macrolides,51,44,51,3.15,8.476486376806186,0.19512115058780788,0.038072263406709994,0.77,3.151496129472319,3.151496129472319,0
Macrolides,51,45,51,3.2,8.775409023326732,0.2368772574681004,0.05611083510560872,0.68,3.151496129472319,3.151496129472319,0
Macrolides,51,46,51,3.25,9.084873154211285,0.2787301400310505,0.07769049096172904,0.58,3.151496129472319,3.151496129472319,0
Macrolides,51,47,51,3.3000000000000003,9.405250514103123,0.3195257710806668,0.1020967183846947,0.42,3.151496129472319,3.151496129472319,0
Macrolides,51,48,51,3.35,9.736925957192046,0.35862817288948384,0.12861416639004952,0.27,3.151496129472319,3.151496129472319,0
Macrolides,51,49,51,3.400000000000001,10.080297909521558,0.39540447713715376,0.156344700540106,0.19,3.151496129472319,3.151496129472319,0
Macrolides,51,50,51,3.45,10.43577884759923,0.4288383796054426,0.18390235582262168,0.11,3.151496129472319,3.151496129472319,0
Macrolides,51,51,51,3.5,10.803795793885275,0.4573135153070646,0.2091356512825048,0.07,3.151496129472319,3.151496129472319,0
Macrolides,51,52,51,3.5500000000000003,11.184790829754435,0.478633882788556,0.2290903937532492,0.04,3.151496129472319,3.151496129472319,1
Macrolides,51,53,51,3.6,11.579221626547461,0.490292401876543,0.24038663933786955,0.03,3.151496129472319,3.151496129472319,1
Macrolides,51,54,51,3.6500000000000004,11.98756199535009,0.4899228998589553,0.24002444780620796,0.02,3.151496129472319,3.151496129472319,1
Macrolides,51,55,51,3.7,12.4103024561599,0.47581649814731947,0.2264013399091781,0.02,3.151496129472319,3.151496129472319,1
Macrolides,51,56,51,3.75,12.847950827124839,0.4473677498181609,0.20013790357736463,0.03,3.151496129472319,3.151496129472319,1
Macrolides,51,57,51,3.8000000000000003,13.301032834561163,0.4053390809420074,0.1642997705389112,0.03,3.151496129472319,3.151496129472319,1
Macrolides,51,58,51,3.85,13.770092744483621,0.3518845790899246,0.12382275700129339,0.07,3.151496129472319,3.151496129472319,0
Macrolides,51,59,51,3.9000000000000004,14.255694016406544,0.29034194196423896,0.0842984432635655,0.16,3.151496129472319,3.151496129472319,0
Macrolides,51,60,51,3.95,14.7584199802011,0.22487492335597078,0.05056873115435374,0.35,3.151496129472319,3.151496129472319,0
Macrolides,51,61,51,4,15.278874536821954,0.1601521023725901,0.02564869589436058,0.55,3.151496129472319,3.151496129472319,0
Macrolides,51,62,51,4.050000000000001,15.817682883744947,0.10159133778318882,0.01032079991257797,0.79,3.151496129472319,3.151496129472319,0
Macrolides,51,63,51,4.1,16.37549226598727,0.05860132660645266,0.0034341154800361364,0.94,3.151496129472319,3.151496129472319,0
Macrolides,51,64,51,4.15,16.95297275361238,0.05166749775973609,0.0026695303247523347,0.95,3.151496129472319,3.151496129472319,0
Macrolides,51,65,51,4.2,17.550818046653465,0.07359291852506722,0.005415917657037182,0.86,3.151496129472319,3.151496129472319,0
Macrolides,52,1,52,1,1.9098593171027443,0.12025374841202283,0.014460964007142085,0.92,2.888461723638525,2.888461723638525,0
Macrolides,52,2,52,1.05,1.977210360468118,0.1429692508182953,0.02044020667954463,0.92,2.888461723638525,2.888461723638525,0
Macrolides,52,3,52,1.0999999999999999,2.0469365332484086,0.17190339846483912,0.029550778403761257,0.88,2.888461723638525,2.888461723638525,0
Macrolides,52,4,52,1.1500000000000001,2.119121594201547,0.207091246288942,0.042886784289507235,0.86,2.888461723638525,2.888461723638525,0
Macrolides,52,5,52,1.2000000000000002,2.193852255831683,0.2471073313881633,0.061062033225779556,0.85,2.888461723638525,2.888461723638525,0
Macrolides,52,6,52,1.25,2.2712182885528214,0.28931782761360353,0.08370480537505481,0.82,2.888461723638525,2.888461723638525,0
Macrolides,52,7,52,1.3,2.3513126285257804,0.33049703265182295,0.10922828859166016,0.79,2.888461723638525,2.888461723638525,0
Macrolides,52,8,52,1.35,2.4342314892980115,0.36757562463798493,0.13511183982800481,0.72,2.888461723638525,2.888461723638525,0
Macrolides,52,9,52,1.4,2.5200744773803887,0.39829677721925927,0.1586403227432483,0.66,2.888461723638525,2.888461723638525,0
Macrolides,52,10,52,1.45,2.6089447118998073,0.4215715686884634,0.17772258752645181,0.64,2.888461723638525,2.888461723638525,0
Macrolides,52,11,52,1.5,2.7009489484713187,0.43740678355399715,0.19132469429905333,0.62,2.888461723638525,2.888461723638525,0
Macrolides,52,12,52,1.55,2.7961977074386084,0.446449695354558,0.1993173304821776,0.56,2.888461723638525,2.888461723638525,0
Macrolides,52,13,52,1.6,2.8948054066368654,0.44938893393358137,0.20195041394196073,0.59,2.888461723638525,2.888461723638525,0
Macrolides,52,14,52,1.6500000000000001,2.996890498837522,0.44653761272315273,0.19939583957649235,0.56,2.888461723638525,2.888461723638525,0
Macrolides,52,15,52,1.7000000000000002,3.102575614039975,0.43781268504992127,0.19167994719062154,0.56,2.888461723638525,2.888461723638525,0
Macrolides,52,16,52,1.75,3.2119877067812097,0.4230762547718703,0.1789935173517925,0.54,2.888461723638525,2.888461723638525,0
Macrolides,52,17,52,1.8,3.3252582086402898,0.4026073452663837,0.16209267446244505,0.57,2.888461723638525,2.888461723638525,0
Macrolides,52,18,52,1.85,3.4425231861209054,0.37745187154244514,0.14246991533089448,0.64,2.888461723638525,2.888461723638525,0
Macrolides,52,19,52,1.9,3.563923504101635,0.34951509327930785,0.12216080043004326,0.67,2.888461723638525,2.888461723638525,0
Macrolides,52,20,52,1.9500000000000002,3.6896049950502747,0.321394400746457,0.10329436083117417,0.72,2.888461723638525,2.888461723638525,0
Macrolides,52,21,52,2,3.8197186342054885,0.2960148070842036,0.08762476601309829,0.71,2.888461723638525,2.888461723638525,0
Macrolides,52,22,52,2.0500000000000003,3.954420720936236,0.2761178882178638,0.07624108819389275,0.73,2.888461723638525,2.888461723638525,0
Macrolides,52,23,52,2.1,4.093873066496817,0.2636530037798651,0.06951290640214554,0.73,2.888461723638525,2.888461723638525,0
Macrolides,52,24,52,2.15,4.238243188403094,0.25924705483096333,0.0672090354385285,0.75,2.888461723638525,2.888461723638525,0
Macrolides,52,25,52,2.2,4.387704511663366,0.26208241829911966,0.06868719398151472,0.75,2.888461723638525,2.888461723638525,0
Macrolides,52,26,52,2.25,4.542436577105643,0.2703242801180179,0.07307521642132461,0.7,2.888461723638525,2.888461723638525,0
Macrolides,52,27,52,2.3,4.702625257051561,0.28178023322792634,0.07940009983798457,0.67,2.888461723638525,2.888461723638525,0
Macrolides,52,28,52,2.35,4.868462978596023,0.29435768073776447,0.08664644420931569,0.7,2.888461723638525,2.888461723638525,0
Macrolides,52,29,52,2.4000000000000004,5.040148954760778,0.30618723290582267,0.0937506215945245,0.65,2.888461723638525,2.888461723638525,0
Macrolides,52,30,52,2.45,5.217889423799615,0.3155497415273955,0.0995716393780061,0.62,2.888461723638525,2.888461723638525,0
Macrolides,52,31,52,2.5,5.4018978969426374,0.3207939707617285,0.10290877167707675,0.61,2.888461723638525,2.888461723638525,0
Macrolides,52,32,52,2.55,5.592395414877217,0.3203576520874277,0.1026290252509694,0.58,2.888461723638525,2.888461723638525,0
Macrolides,52,33,52,2.6,5.789610813273731,0.3129089445930278,0.09791200760632254,0.58,2.888461723638525,2.888461723638525,0
Macrolides,52,34,52,2.65,5.993780997675044,0.29755705831599333,0.08854020295366745,0.59,2.888461723638525,2.888461723638525,0
Macrolides,52,35,52,2.7,6.20515122807995,0.274055020944438,0.07510615450485635,0.6,2.888461723638525,2.888461723638525,0
Macrolides,52,36,52,2.75,6.423975413562419,0.24292956670544383,0.05901477437969468,0.66,2.888461723638525,2.888461723638525,0
Macrolides,52,37,52,2.8,6.6505164172805795,0.2055198146932615,0.042238394231552553,0.75,2.888461723638525,2.888461723638525,0
Macrolides,52,38,52,2.85,6.885046372241811,0.16401342535257443,0.026900403695884506,0.79,2.888461723638525,2.888461723638525,0
Macrolides,52,39,52,2.9000000000000004,7.127847008203271,0.12186462154841736,0.014850985985138988,0.88,2.888461723638525,2.888461723638525,0
Macrolides,52,40,52,2.95,7.37920999010055,0.08598138111614576,0.007392797898639904,0.94,2.888461723638525,2.888461723638525,0
Macrolides,52,41,52,3,7.639437268410977,0.07222114742920266,0.005215894135990626,0.97,2.888461723638525,2.888461723638525,0
Macrolides,52,42,52,3.0500000000000003,7.9088414418724735,0.09211154679256144,0.008484537052518235,0.92,2.888461723638525,2.888461723638525,0
Macrolides,52,43,52,3.1,8.187746132993635,0.13027073583339632,0.016970464614574528,0.87,2.888461723638525,2.888461723638525,0
Macrolides,52,44,52,3.15,8.476486376806186,0.17368541524289757,0.030166623468097755,0.81,2.888461723638525,2.888461723638525,0
Macrolides,52,45,52,3.2,8.775409023326732,0.21767303822471346,0.04738155156997756,0.7,2.888461723638525,2.888461723638525,0
Macrolides,52,46,52,3.25,9.084873154211285,0.26045188890696674,0.06783518643520693,0.6,2.888461723638525,2.888461723638525,0
Macrolides,52,47,52,3.3000000000000003,9.405250514103123,0.3012309087547808,0.09074006038923106,0.46,2.888461723638525,2.888461723638525,0
Macrolides,52,48,52,3.35,9.736925957192046,0.33957158842017765,0.11530886366220255,0.31,2.888461723638525,2.888461723638525,0
Macrolides,52,49,52,3.400000000000001,10.080297909521558,0.3750154853778389,0.14063661427317609,0.19,2.888461723638525,2.888461723638525,0
