drug_class,i,j,x,y,scale,amplitude,power,p.value,coi_raw,coi,sig
Quinolones,5,52,5,3.5500000000000003,11.184790829754435,0.2208228440080717,0.048762728435813175,0.39,2.5665336287511624,2.5665336287511624,0
Quinolones,5,53,5,3.6,11.579221626547461,0.21682389358441087,0.04701260082910393,0.38,2.5665336287511624,2.5665336287511624,0
Quinolones,5,54,5,3.6500000000000004,11.98756199535009,0.20815561057146537,0.043328758212379546,0.38,2.5665336287511624,2.5665336287511624,0
Quinolones,5,55,5,3.7,12.4103024561599,0.19514219058587073,0.0380804745466523,0.4,2.5665336287511624,2.5665336287511624,0
Quinolones,5,56,5,3.75,12.847950827124839,0.17843806123836564,0.031840141698506734,0.47,2.5665336287511624,2.5665336287511624,0
Quinolones,5,57,5,3.8000000000000003,13.301032834561163,0.15911289534712383,0.025316913465744783,0.51,2.5665336287511624,2.5665336287511624,0
Quinolones,5,58,5,3.85,13.770092744483621,0.13880606462270637,0.019267123576042936,0.59,2.5665336287511624,2.5665336287511624,0
Quinolones,5,59,5,3.9000000000000004,14.255694016406544,0.1199472032167232,0.014387331559513892,0.65,2.5665336287511624,2.5665336287511624,0
Quinolones,5,60,5,3.95,14.7584199802011,0.10585239926655775,0.011204730430486755,0.73,2.5665336287511624,2.5665336287511624,0
Quinolones,5,61,5,4,15.278874536821954,0.09993912870720699,0.009987829446755686,0.75,2.5665336287511624,2.5665336287511624,0
Quinolones,5,62,5,4.050000000000001,15.817682883744947,0.10344761898196071,0.010701409873036919,0.7,2.5665336287511624,2.5665336287511624,0
Quinolones,5,63,5,4.1,16.37549226598727,0.11410889006906522,0.013020838792794007,0.7,2.5665336287511624,2.5665336287511624,0
Quinolones,5,64,5,4.15,16.95297275361238,0.12808052645125576,0.016404621256030826,0.65,2.5665336287511624,2.5665336287511624,0
Quinolones,5,65,5,4.2,17.550818046653465,0.1421500858944558,0.020206646919801157,0.57,2.5665336287511624,2.5665336287511624,0
Quinolones,6,1,6,1,1.9098593171027443,0.4660906401466935,0.21724048483235453,0.39,2.888461723638525,2.888461723638525,0
Quinolones,6,2,6,1.05,1.977210360468118,0.533998865094352,0.2851547879220559,0.37,2.888461723638525,2.888461723638525,0
Quinolones,6,3,6,1.0999999999999999,2.0469365332484086,0.6010685559312937,0.3612834089293307,0.32,2.888461723638525,2.888461723638525,0
Quinolones,6,4,6,1.1500000000000001,2.119121594201547,0.6645684961664912,0.44165128609699156,0.29,2.888461723638525,2.888461723638525,0
Quinolones,6,5,6,1.2000000000000002,2.193852255831683,0.7214864364981686,0.5205426780508259,0.29,2.888461723638525,2.888461723638525,0
Quinolones,6,6,6,1.25,2.2712182885528214,0.7685488532392857,0.5906673398154212,0.25,2.888461723638525,2.888461723638525,0
Quinolones,6,7,6,1.3,2.3513126285257804,0.8022938290479408,0.6436753881284065,0.22,2.888461723638525,2.888461723638525,0
Quinolones,6,8,6,1.35,2.4342314892980115,0.8192971986550611,0.6712478997240308,0.2,2.888461723638525,2.888461723638525,0
Quinolones,6,9,6,1.4,2.5200744773803887,0.8166084334017397,0.6668493335028437,0.21,2.888461723638525,2.888461723638525,0
Quinolones,6,10,6,1.45,2.6089447118998073,0.7923390424112106,0.6278011581291141,0.24,2.888461723638525,2.888461723638525,0
Quinolones,6,11,6,1.5,2.7009489484713187,0.7462263185698086,0.5568537185262494,0.29,2.888461723638525,2.888461723638525,0
Quinolones,6,12,6,1.55,2.7961977074386084,0.6799557772330833,0.4623398589926464,0.33,2.888461723638525,2.888461723638525,0
Quinolones,6,13,6,1.6,2.8948054066368654,0.5971085122900252,0.3565385754492071,0.38,2.888461723638525,2.888461723638525,0
Quinolones,6,14,6,1.6500000000000001,2.996890498837522,0.5027662197841392,0.2527738717560332,0.55,2.888461723638525,2.888461723638525,0
Quinolones,6,15,6,1.7000000000000002,3.102575614039975,0.40297049236756716,0.1623852177189595,0.66,2.888461723638525,2.888461723638525,0
Quinolones,6,16,6,1.75,3.2119877067812097,0.3043494322405599,0.09262857690515117,0.75,2.888461723638525,2.888461723638525,0
Quinolones,6,17,6,1.8,3.3252582086402898,0.21441407586678662,0.045973395929808133,0.85,2.888461723638525,2.888461723638525,0
Quinolones,6,18,6,1.85,3.4425231861209054,0.1436749826549383,0.020642500640896823,0.93,2.888461723638525,2.888461723638525,0
Quinolones,6,19,6,1.9,3.563923504101635,0.1092166619299561,0.01192827924312232,0.96,2.888461723638525,2.888461723638525,0
Quinolones,6,20,6,1.9500000000000002,3.6896049950502747,0.11749110093213125,0.01380415879824425,0.96,2.888461723638525,2.888461723638525,0
Quinolones,6,21,6,2,3.8197186342054885,0.14306528417817502,0.020467675536981977,0.95,2.888461723638525,2.888461723638525,0
Quinolones,6,22,6,2.0500000000000003,3.954420720936236,0.1660546563787966,0.027574148905080212,0.92,2.888461723638525,2.888461723638525,0
Quinolones,6,23,6,2.1,4.093873066496817,0.18168095005597237,0.03300796761324073,0.9,2.888461723638525,2.888461723638525,0
Quinolones,6,24,6,2.15,4.238243188403094,0.19260128408351607,0.03709525463061926,0.88,2.888461723638525,2.888461723638525,0
Quinolones,6,25,6,2.2,4.387704511663366,0.2054561005297613,0.04221220924489538,0.86,2.888461723638525,2.888461723638525,0
Quinolones,6,26,6,2.25,4.542436577105643,0.22765734921574807,0.05182786865194107,0.83,2.888461723638525,2.888461723638525,0
Quinolones,6,27,6,2.3,4.702625257051561,0.26298186910979593,0.06915946348048184,0.8,2.888461723638525,2.888461723638525,0
Quinolones,6,28,6,2.35,4.868462978596023,0.30947748919281937,0.09577631631709162,0.68,2.888461723638525,2.888461723638525,0
Quinolones,6,29,6,2.4000000000000004,5.040148954760778,0.3613608624434776,0.13058167290589393,0.56,2.888461723638525,2.888461723638525,0
Quinolones,6,30,6,2.45,5.217889423799615,0.4117741887504798,0.16955798252111579,0.39,2.888461723638525,2.888461723638525,0
Quinolones,6,31,6,2.5,5.4018978969426374,0.45438012772414726,0.2064613004706124,0.32,2.888461723638525,2.888461723638525,0
Quinolones,6,32,6,2.55,5.592395414877217,0.4840879842879291,0.23434117653195033,0.26,2.888461723638525,2.888461723638525,0
Quinolones,6,33,6,2.6,5.789610813273731,0.49744074029280405,0.24744729010305294,0.23,2.888461723638525,2.888461723638525,0
Quinolones,6,34,6,2.65,5.993780997675044,0.49284457474245696,0.2428957748530732,0.22,2.888461723638525,2.888461723638525,0
Quinolones,6,35,6,2.7,6.20515122807995,0.47064759317957633,0.221509156965728,0.24,2.888461723638525,2.888461723638525,0
Quinolones,6,36,6,2.75,6.423975413562419,0.4330407761404523,0.18752431380032528,0.31,2.888461723638525,2.888461723638525,0
Quinolones,6,37,6,2.8,6.6505164172805795,0.38377394109841534,0.14728243786620998,0.37,2.888461723638525,2.888461723638525,0
Quinolones,6,38,6,2.85,6.885046372241811,0.3277203450748964,0.10740062457600917,0.5,2.888461723638525,2.888461723638525,0
Quinolones,6,39,6,2.9000000000000004,7.127847008203271,0.2703765491325375,0.07310347832081947,0.6,2.888461723638525,2.888461723638525,0
Quinolones,6,40,6,2.95,7.37920999010055,0.21743011387521874,0.04727585441979059,0.69,2.888461723638525,2.888461723638525,0
Quinolones,6,41,6,3,7.639437268410977,0.17447064441823493,0.03044000576371417,0.81,2.888461723638525,2.888461723638525,0
Quinolones,6,42,6,3.0500000000000003,7.9088414418724735,0.1464559478509243,0.02144934466091266,0.84,2.888461723638525,2.888461723638525,0
Quinolones,6,43,6,3.1,8.187746132993635,0.1357955974274928,0.018440444280689694,0.88,2.888461723638525,2.888461723638525,0
Quinolones,6,44,6,3.15,8.476486376806186,0.14000059353935462,0.01960016619137158,0.85,2.888461723638525,2.888461723638525,0
Quinolones,6,45,6,3.2,8.775409023326732,0.15337782075237605,0.023524755898748,0.79,2.888461723638525,2.888461723638525,0
Quinolones,6,46,6,3.25,9.084873154211285,0.17090175915167855,0.02920741128113834,0.76,2.888461723638525,2.888461723638525,0
Quinolones,6,47,6,3.3000000000000003,9.405250514103123,0.18932709263562458,0.03584474800585837,0.7,2.888461723638525,2.888461723638525,0
Quinolones,6,48,6,3.35,9.736925957192046,0.20653705771003342,0.04265755620751768,0.62,2.888461723638525,2.888461723638525,0
Quinolones,6,49,6,3.400000000000001,10.080297909521558,0.22097477927001197,0.04882985307343051,0.52,2.888461723638525,2.888461723638525,0
Quinolones,6,50,6,3.45,10.43577884759923,0.23144460862629465,0.05356660686217869,0.41,2.888461723638525,2.888461723638525,0
Quinolones,6,51,6,3.5,10.803795793885275,0.2370883855218881,0.05621090254937544,0.41,2.888461723638525,2.888461723638525,0
Quinolones,6,52,6,3.5500000000000003,11.184790829754435,0.23739272475780235,0.05635530576793371,0.37,2.888461723638525,2.888461723638525,0
Quinolones,6,53,6,3.6,11.579221626547461,0.23218131348134713,0.053908162329923584,0.34,2.888461723638525,2.888461723638525,0
Quinolones,6,54,6,3.6500000000000004,11.98756199535009,0.22159849967755382,0.049105895059342826,0.33,2.888461723638525,2.888461723638525,0
Quinolones,6,55,6,3.7,12.4103024561599,0.2061068054725807,0.04248001526211222,0.39,2.888461723638525,2.888461723638525,0
Quinolones,6,56,6,3.75,12.847950827124839,0.18652144580677413,0.034790249745849385,0.44,2.888461723638525,2.888461723638525,0
Quinolones,6,57,6,3.8000000000000003,13.301032834561163,0.1641053718071086,0.026930573055949356,0.52,2.888461723638525,2.888461723638525,0
Quinolones,6,58,6,3.85,13.770092744483621,0.14075744399045598,0.01981265803872635,0.58,2.888461723638525,2.888461723638525,0
Quinolones,6,59,6,3.9000000000000004,14.255694016406544,0.11931547323342517,0.014236182152916199,0.67,2.888461723638525,2.888461723638525,0
Quinolones,6,60,6,3.95,14.7584199802011,0.10375553912721672,0.010765211899579399,0.73,2.888461723638525,2.888461723638525,0
Quinolones,6,61,6,4,15.278874536821954,0.09817004602878605,0.009637357937293974,0.75,2.888461723638525,2.888461723638525,0
Quinolones,6,62,6,4.050000000000001,15.817682883744947,0.10358888156751511,0.010730656384408671,0.72,2.888461723638525,2.888461723638525,0
Quinolones,6,63,6,4.1,16.37549226598727,0.1166204058584466,0.013600319062588805,0.7,2.888461723638525,2.888461723638525,0
Quinolones,6,64,6,4.15,16.95297275361238,0.13258258926341393,0.017578142975791123,0.64,2.888461723638525,2.888461723638525,0
Quinolones,6,65,6,4.2,17.550818046653465,0.1480171677767438,0.021909081956648726,0.56,2.888461723638525,2.888461723638525,0
Quinolones,7,1,7,1,1.9098593171027443,0.4257936836919104,0.18130026107192665,0.45,3.151496129472319,3.151496129472319,0
Quinolones,7,2,7,1.05,1.977210360468118,0.4890510166392951,0.2391708968759281,0.43,3.151496129472319,3.151496129472319,0
Quinolones,7,3,7,1.0999999999999999,2.0469365332484086,0.5537351610049273,0.3066226285331527,0.39,3.151496129472319,3.151496129472319,0
Quinolones,7,4,7,1.1500000000000001,2.119121594201547,0.6180563944523517,0.3819937067234411,0.36,3.151496129472319,3.151496129472319,0
Quinolones,7,5,7,1.2000000000000002,2.193852255831683,0.679504186181194,0.46172593903776676,0.32,3.151496129472319,3.151496129472319,0
Quinolones,7,6,7,1.25,2.2712182885528214,0.7345862358685096,0.5396169379274656,0.29,3.151496129472319,3.151496129472319,0
Quinolones,7,7,7,1.3,2.3513126285257804,0.7788178991308292,0.6065573200065585,0.24,3.151496129472319,3.151496129472319,0
Quinolones,7,8,7,1.35,2.4342314892980115,0.8071369819058737,0.6514701075601228,0.24,3.151496129472319,3.151496129472319,0
Quinolones,7,9,7,1.4,2.5200744773803887,0.8147395318304664,0.6638005047273277,0.24,3.151496129472319,3.151496129472319,0
Quinolones,7,10,7,1.45,2.6089447118998073,0.7981152784574465,0.6369879977072074,0.26,3.151496129472319,3.151496129472319,0
Quinolones,7,11,7,1.5,2.7009489484713187,0.755936933229222,0.5714406470200012,0.28,3.151496129472319,3.151496129472319,0
Quinolones,7,12,7,1.55,2.7961977074386084,0.6894989445987859,0.4754087946028397,0.35,3.151496129472319,3.151496129472319,0
Quinolones,7,13,7,1.6,2.8948054066368654,0.6025841671753982,0.36310767853046816,0.42,3.151496129472319,3.151496129472319,0
Quinolones,7,14,7,1.6500000000000001,2.996890498837522,0.5008592869700071,0.250860025344104,0.49,3.151496129472319,3.151496129472319,0
Quinolones,7,15,7,1.7000000000000002,3.102575614039975,0.39104507829300433,0.15291625325718192,0.65,3.151496129472319,3.151496129472319,0
Quinolones,7,16,7,1.75,3.2119877067812097,0.2801212983395898,0.07846794178345748,0.8,3.151496129472319,3.151496129472319,0
Quinolones,7,17,7,1.8,3.3252582086402898,0.17477478578070266,0.0305462257446905,0.96,3.151496129472319,3.151496129472319,0
Quinolones,7,18,7,1.85,3.4425231861209054,0.08165021538237421,0.0066667576719880994,0.97,3.151496129472319,3.151496129472319,0
Quinolones,7,19,7,1.9,3.563923504101635,0.025040549605667393,6.270291245538893e-4,0.98,3.151496129472319,3.151496129472319,0
Quinolones,7,20,7,1.9500000000000002,3.6896049950502747,0.06901353796931613,0.0047628684230422375,1,3.151496129472319,3.151496129472319,0
Quinolones,7,21,7,2,3.8197186342054885,0.1098912484270391,0.012076086480853222,0.97,3.151496129472319,3.151496129472319,0
Quinolones,7,22,7,2.0500000000000003,3.954420720936236,0.13355548353769942,0.017837067182988695,0.94,3.151496129472319,3.151496129472319,0
Quinolones,7,23,7,2.1,4.093873066496817,0.1430234896524817,0.020455718592373544,0.89,3.151496129472319,3.151496129472319,0
Quinolones,7,24,7,2.15,4.238243188403094,0.14676716902420878,0.02154060190338066,0.92,3.151496129472319,3.151496129472319,0
Quinolones,7,25,7,2.2,4.387704511663366,0.1585740044183786,0.02514571487727996,0.93,3.151496129472319,3.151496129472319,0
Quinolones,7,26,7,2.25,4.542436577105643,0.19056687835260486,0.0363157351250565,0.91,3.151496129472319,3.151496129472319,0
Quinolones,7,27,7,2.3,4.702625257051561,0.24335702638021892,0.05922264228862257,0.83,3.151496129472319,3.151496129472319,0
Quinolones,7,28,7,2.35,4.868462978596023,0.3088316936545302,0.09537701500552562,0.68,3.151496129472319,3.151496129472319,0
Quinolones,7,29,7,2.4000000000000004,5.040148954760778,0.37746612570110255,0.14248067605180054,0.52,3.151496129472319,3.151496129472319,0
Quinolones,7,30,7,2.45,5.217889423799615,0.4408881117163526,0.19438232705281103,0.35,3.151496129472319,3.151496129472319,0
Quinolones,7,31,7,2.5,5.4018978969426374,0.4922368681422621,0.24229713435850275,0.25,3.151496129472319,3.151496129472319,0
Quinolones,7,32,7,2.55,5.592395414877217,0.5263335722886952,0.27702702931817913,0.23,3.151496129472319,3.151496129472319,0
Quinolones,7,33,7,2.6,5.789610813273731,0.5399247113687079,0.2915186939465826,0.2,3.151496129472319,3.151496129472319,0
Quinolones,7,34,7,2.65,5.993780997675044,0.5318851325773414,0.282901794256816,0.18,3.151496129472319,3.151496129472319,0
Quinolones,7,35,7,2.7,6.20515122807995,0.5032706131833963,0.25328131009399163,0.2,3.151496129472319,3.151496129472319,0
Quinolones,7,36,7,2.75,6.423975413562419,0.45715907319002874,0.20899441819996603,0.28,3.151496129472319,3.151496129472319,0
Quinolones,7,37,7,2.8,6.6505164172805795,0.3982710325878374,0.15861981539858228,0.37,3.151496129472319,3.151496129472319,0
Quinolones,7,38,7,2.85,6.885046372241811,0.3324196813266847,0.11050284453333462,0.49,3.151496129472319,3.151496129472319,0
Quinolones,7,39,7,2.9000000000000004,7.127847008203271,0.26591989010649464,0.07071338795425017,0.61,3.151496129472319,3.151496129472319,0
Quinolones,7,40,7,2.95,7.37920999010055,0.20518497710492167,0.042100874829547226,0.73,3.151496129472319,3.151496129472319,0
Quinolones,7,41,7,3,7.639437268410977,0.1567655640267464,0.02457544206462393,0.86,3.151496129472319,3.151496129472319,0
Quinolones,7,42,7,3.0500000000000003,7.9088414418724735,0.12732459928463719,0.01621155358299343,0.92,3.151496129472319,3.151496129472319,0
Quinolones,7,43,7,3.1,8.187746132993635,0.12048269523644982,0.014516079851439247,0.89,3.151496129472319,3.151496129472319,0
Quinolones,7,44,7,3.15,8.476486376806186,0.1315900288725125,0.017315935698668673,0.89,3.151496129472319,3.151496129472319,0
Quinolones,7,45,7,3.2,8.775409023326732,0.15186765530349583,0.023063784727381426,0.82,3.151496129472319,3.151496129472319,0
Quinolones,7,46,7,3.25,9.084873154211285,0.17519881445649735,0.030694624586962187,0.78,3.151496129472319,3.151496129472319,0
Quinolones,7,47,7,3.3000000000000003,9.405250514103123,0.19829455887785852,0.03932073208056449,0.68,3.151496129472319,3.151496129472319,0
Quinolones,7,48,7,3.35,9.736925957192046,0.21911125877272247,0.04800974372096695,0.6,3.151496129472319,3.151496129472319,0
Quinolones,7,49,7,3.400000000000001,10.080297909521558,0.23610667747973488,0.05574636315051954,0.49,3.151496129472319,3.151496129472319,0
Quinolones,7,50,7,3.45,10.43577884759923,0.24808300782290868,0.06154517877046137,0.4,3.151496129472319,3.151496129472319,0
