year,month,drug_class,mean_daily_claims_per_10000ppl
2013,8,Macrolides,3.4481639277743965
2013,8,Nitrofurans,0.6305538648813147
2013,8,Penicillins,3.912355447352404
2013,8,Quinolones,1.8754311219314264
2013,8,Tetracyclines,1.104483668086833
2013,9,Macrolides,3.2577031696068515
2013,9,Nitrofurans,0.558186040980563
2013,9,Penicillins,3.6136478913915573
2013,9,Quinolones,1.4779795606833168
2013,9,Tetracyclines,0.927883172470588
2013,10,Macrolides,3.7012879627668296
2013,10,Nitrofurans,0.6175286317732697
2013,10,Penicillins,4.352217514246075
2013,10,Quinolones,1.604020911461386
2013,10,Tetracyclines,1.0160093715213039
2013,11,Macrolides,3.7899674216904606
2013,11,Nitrofurans,0.5778857568015949
2013,11,Penicillins,4.801267496093251
2013,11,Quinolones,1.561094162470975
2013,11,Tetracyclines,1.0145105508294667
2013,12,Macrolides,3.973806679128578
2013,12,Nitrofurans,0.5641586099131852
2013,12,Penicillins,5.024947618529069
2013,12,Quinolones,1.671638234024568
2013,12,Tetracyclines,0.8952448529402117
2014,1,Macrolides,3.911873486486682
2014,1,Nitrofurans,0.5279451528093377
2014,1,Penicillins,4.6945560235232655
2014,1,Quinolones,1.586144256472369
2014,1,Tetracyclines,0.9850871655917672
2014,2,Macrolides,3.837949075360367
2014,2,Nitrofurans,0.5222099859331262
2014,2,Penicillins,4.773049726499878
2014,2,Quinolones,1.5994257540174008
2014,2,Tetracyclines,0.9376234046947435
2014,3,Macrolides,3.9957449607359767
2014,3,Nitrofurans,0.5377280806312624
2014,3,Penicillins,5.2656338743171505
2014,3,Quinolones,1.5319174274481022
2014,3,Tetracyclines,0.9281125911460488
2014,4,Macrolides,4.0707855728493865
2014,4,Nitrofurans,0.590995839669603
2014,4,Penicillins,5.2652356625110075
2014,4,Quinolones,1.6717629351391798
2014,4,Tetracyclines,0.995894175148119
2014,5,Macrolides,3.63862761667261
2014,5,Nitrofurans,0.5756275824806317
2014,5,Penicillins,4.668895783227369
2014,5,Quinolones,1.5938721963987206
2014,5,Tetracyclines,0.9784165958091157
2014,6,Macrolides,3.5208705814970473
2014,6,Nitrofurans,0.571976997082066
2014,6,Penicillins,4.233713361351692
2014,6,Quinolones,1.702773198349858
2014,6,Tetracyclines,0.9620668570676697
2014,7,Macrolides,3.102923787538889
2014,7,Nitrofurans,0.5894657532740222
2014,7,Penicillins,3.5943945995960362
2014,7,Quinolones,1.728750451543484
2014,7,Tetracyclines,0.9993987898148395
2014,8,Macrolides,2.954650372762924
2014,8,Nitrofurans,0.619610044430948
2014,8,Penicillins,3.446197450089951
2014,8,Quinolones,1.6226421460592648
2014,8,Tetracyclines,1.0030321016283166
2014,9,Macrolides,3.238918403112298
2014,9,Nitrofurans,0.6185753040882552
2014,9,Penicillins,3.86055217594759
2014,9,Quinolones,1.6286346077972602
2014,9,Tetracyclines,1.0261162646309498
2014,10,Macrolides,3.571174380364114
2014,10,Nitrofurans,0.6411496931598739
2014,10,Penicillins,4.257910404918383
2014,10,Quinolones,1.6653716227145807
2014,10,Tetracyclines,1.030104036831403
2014,11,Macrolides,3.5523615827416517
2014,11,Nitrofurans,0.5629301421852585
2014,11,Penicillins,4.35060257737263
2014,11,Quinolones,1.4776916232363035
2014,11,Tetracyclines,0.9238409994733879
2014,12,Macrolides,4.287785042172632
2014,12,Nitrofurans,0.5882318857034641
2014,12,Penicillins,5.354230381091382
2014,12,Quinolones,1.6282728008250502
2014,12,Tetracyclines,0.9762302242784422
2015,1,Macrolides,3.7718017876118237
2015,1,Nitrofurans,0.5548092199532519
2015,1,Penicillins,4.9534928731414825
2015,1,Quinolones,1.52403615223965
2015,1,Tetracyclines,0.8776346118069709
2015,2,Macrolides,3.195896131283631
2015,2,Nitrofurans,0.49875729097801613
2015,2,Penicillins,3.9666267772412698
2015,2,Quinolones,1.3598667748981146
2015,2,Tetracyclines,0.8368410922449935
2015,3,Macrolides,3.822120426055472
2015,3,Nitrofurans,0.5980290767002757
2015,3,Penicillins,5.098668027515054
2015,3,Quinolones,1.5518666480914072
2015,3,Tetracyclines,0.9139689662777797
2015,4,Macrolides,3.812389569562179
2015,4,Nitrofurans,0.5022819388237625
2015,4,Penicillins,5.313817861269574
2015,4,Quinolones,1.5439945577094087
2015,4,Tetracyclines,0.9581279510998737
2015,5,Macrolides,3.31148023393167
2015,5,Nitrofurans,0.495739624249013
2015,5,Penicillins,4.22738941775759
2015,5,Quinolones,1.4312970248896808
2015,5,Tetracyclines,0.9045736741251046
2015,6,Macrolides,3.4387997103349894
2015,6,Nitrofurans,0.6168215721093975
2015,6,Penicillins,4.11629225675023
2015,6,Quinolones,1.6000024890656126
2015,6,Tetracyclines,0.9940705790111098
2015,7,Macrolides,3.001569755187917
2015,7,Nitrofurans,0.6579404603208586
2015,7,Penicillins,3.480278159076542
2015,7,Quinolones,1.6032572136554255
2015,7,Tetracyclines,0.9619543281932554
2015,8,Macrolides,3.0217833814560078
2015,8,Nitrofurans,0.6237160738267503
2015,8,Penicillins,3.252066537624833
2015,8,Quinolones,1.6595999661522793
2015,8,Tetracyclines,0.9344031794375719
2015,9,Macrolides,2.9162207020646225
2015,9,Nitrofurans,0.6429646175562691
2015,9,Penicillins,3.499464842477547
2015,9,Quinolones,1.5030946065428823
2015,9,Tetracyclines,0.9144213318441993
